spec_id,spec_label,effort_var,model,term,beta,se,hr,hr.low,hr.high,p.value
spec_B,Observer visits,log_effort_visits_z,M4,(Intercept),-3.36061108305951,0.118380268149432,0.0347140393005726,0.0275256657756228,0.0437796685604215,2.82244598994545e-177
spec_B,Observer visits,log_effort_visits_z,M4,climate_z,-0.130652674904817,0.0495249225437264,0.877522507055618,0.796345992931235,0.966973849588605,0.00833671438188676
spec_B,Observer visits,log_effort_visits_z,M4,effort_z,0.0180174955041116,0.048903660697097,1.01818078982016,0.925118279918543,1.12060494669945,0.712553854211829
spec_B,Observer visits,log_effort_visits_z,M4,climate_z:effort_z,0.253153351770494,0.0451922004847912,1.28808079115952,1.17889391512849,1.40738034462864,2.12254206376271e-08
spec_C,PCA composite,effort_pc1_z,M0,(Intercept),-3.36438929241594,0.115111392544597,0.0345831298498696,0.0275981200750036,0.0433360267642355,8.73995993794587e-188
spec_C,PCA composite,effort_pc1_z,M1,(Intercept),-3.37416364731887,0.116387354771666,0.0342467486975403,0.0272614172853983,0.0430219670560076,8.59141746522652e-185
spec_C,PCA composite,effort_pc1_z,M1,effort_z,0.0275272285159963,0.0379725183578041,1.02790960317929,0.954183853579127,1.10733182954723,0.468498032420744
spec_C,PCA composite,effort_pc1_z,M2,(Intercept),-3.36540967886254,0.115668058210566,0.0345478596905463,0.0275399094686333,0.0433390897873896,4.10337849209546e-186
spec_C,PCA composite,effort_pc1_z,M2,climate_z,-0.0511386953590478,0.0476979703633474,0.950146880430571,0.86534525126638,1.0432588531234,0.283659099984646
spec_C,PCA composite,effort_pc1_z,M3,(Intercept),-3.37290200644187,0.11678969710658,0.0342899830629881,0.0272743163468439,0.0431102625454469,2.12099459130368e-183
spec_C,PCA composite,effort_pc1_z,M3,climate_z,-0.0467721173459776,0.048409821345617,0.954304842333705,0.867920318773669,1.04928725875243,0.333959119228248
spec_C,PCA composite,effort_pc1_z,M3,effort_z,0.0213015102099966,0.0386399510722202,1.02153000693627,0.947022152392657,1.10189983669838,0.58144036323038
spec_C,PCA composite,effort_pc1_z,M4,(Intercept),-3.35845961554003,0.116484613512134,0.034788805828636,0.0276876321569882,0.0437112499949576,8.57301603181558e-183
spec_C,PCA composite,effort_pc1_z,M4,climate_z,-0.0956801799790268,0.0495022902069873,0.908754607515383,0.824725505361922,1.00134521281481,0.0532554794974821
spec_C,PCA composite,effort_pc1_z,M4,effort_z,0.0280942752776113,0.0395280283534926,1.02849264128031,0.951818741126404,1.11134301885665,0.477243416866103
spec_C,PCA composite,effort_pc1_z,M4,climate_z:effort_z,0.169350846509595,0.0422230543668992,1.18453565622879,1.09045349475541,1.28673503971124,6.04974516038089e-05
spec_D,Birding days,log_effort_days_z,M0,(Intercept),-3.36438929241594,0.115111392544597,0.0345831298498696,0.0275981200750036,0.0433360267642355,8.73995993794587e-188
spec_D,Birding days,log_effort_days_z,M1,(Intercept),-3.36758766760101,0.116634184792356,0.0344726967229626,0.0274280060277422,0.0433267667416792,2.60106197763273e-183
spec_D,Birding days,log_effort_days_z,M1,effort_z,0.00902207822249159,0.0534411858376201,1.00906289984315,0.908716017125069,1.12049079872191,0.865936206528769
spec_D,Birding days,log_effort_days_z,M2,(Intercept),-3.36540967886254,0.115668058210566,0.0345478596905463,0.0275399094686333,0.0433390897873896,4.10337849209546e-186
spec_D,Birding days,log_effort_days_z,M2,climate_z,-0.0511386953590478,0.0476979703633474,0.950146880430571,0.86534525126638,1.0432588531234,0.283659099984646
spec_D,Birding days,log_effort_days_z,M3,(Intercept),-3.3652183640358,0.117222694575628,0.0345544698406269,0.0274613739470944,0.043479666686274,3.03961012850723e-181
spec_D,Birding days,log_effort_days_z,M3,climate_z,-0.0512192832898347,0.0483639656076563,0.950070313144774,0.86414676657693,1.04453738048982,0.289582418676982
spec_D,Birding days,log_effort_days_z,M3,effort_z,-0.000545204695019495,0.0541343725475572,0.999454943902054,0.898841492965648,1.11133074374931,0.991964383545751
spec_D,Birding days,log_effort_days_z,M4,(Intercept),-3.366817505929,0.118812045482812,0.0344992564990575,0.0273322183012358,0.0435456312352791,1.19877688323065e-176
spec_D,Birding days,log_effort_days_z,M4,climate_z,-0.128543787653147,0.0491964090390726,0.879375055805436,0.798541173284415,0.968391505214707,0.0089785626733762
spec_D,Birding days,log_effort_days_z,M4,effort_z,0.0172618912645109,0.0543877076574487,1.01741173868443,0.914536393623963,1.13185943526103,0.750950808654862
spec_D,Birding days,log_effort_days_z,M4,climate_z:effort_z,0.262740086848392,0.0470321062670754,1.30048866091427,1.18596543807902,1.42607086417801,2.31826967733791e-08
